"","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"2281",5,5,5,5,2,5,3,5,5,5,5,3,2,2
"2282",5,4,5,5,4,5,5,5,5,5,5,5,4,5
"2283",1,2,2,2,1,1,2,1,2,2,1,1,1,1
"2284",5,5,5,5,5,5,4,5,5,5,5,5,5,3
"2285",1,5,1,4,1,3,5,3,3,2,1,5,3,3
"2286",1,4,3,4,2,3,4,3,3,3,4,4,1,4
"2287",1,2,1,2,1,2,1,1,1,1,1,2,1,1
"2288",1,1,1,4,1,3,3,1,3,1,1,3,1,1
"2289",1,5,3,2,3,3,2,3,4,5,4,4,2,3
"2290",2,2,1,3,1,1,2,2,3,2,1,1,2,1
"2291",4,5,3,5,3,5,4,4,4,5,4,4,4,3
"2292",2,3,1,3,1,1,3,4,4,3,4,4,2,3
"2293",4,3,3,3,1,4,3,5,3,5,4,4,1,5
"2294",3,3,2,1,3,3,1,1,3,4,1,4,1,3
"2295",1,4,1,4,1,1,4,1,1,3,1,1,1,3
"2296",2,2,3,5,3,3,1,2,4,4,3,5,2,1
"2297",1,3,1,2,1,2,3,1,3,3,1,3,1,2
"2298",2,3,4,4,2,3,4,4,4,3,3,4,3,3
"2299",1,1,1,2,1,1,1,1,1,1,1,1,1,1
"2300",5,5,5,5,5,5,2,5,5,5,5,5,3,5
"2301",3,3,1,2,1,1,2,1,4,2,2,2,4,1
"2302",1,2,1,2,1,2,1,3,3,2,1,2,2,2
"2303",1,4,2,2,1,1,3,2,3,2,2,2,1,1
"2304",3,3,3,5,3,3,3,4,3,4,5,4,1,3
"2305",3,4,1,4,2,3,4,5,4,4,4,4,1,3
"2306",1,1,1,1,1,1,1,1,3,1,1,2,1,1
"2307",2,2,3,2,1,5,3,5,5,5,1,3,2,1
"2308",4,3,1,5,1,5,3,5,5,5,1,4,4,4
"2309",1,3,1,1,1,3,1,1,1,1,1,3,1,2
"2310",5,4,1,4,1,4,3,4,4,4,1,4,2,5
"2311",1,5,4,1,3,2,3,3,2,5,2,3,1,4
"2312",5,5,4,5,1,5,3,4,5,4,1,5,2,1
"2313",1,2,2,1,1,1,3,1,2,2,2,1,1,1
"2314",1,2,2,3,1,1,3,3,3,3,2,2,1,2
"2315",4,4,1,4,1,3,5,5,5,4,3,3,4,1
"2316",1,1,1,5,1,1,1,5,5,1,1,1,1,1
"2317",1,1,1,1,1,1,1,1,3,2,2,2,1,1
"2318",5,5,5,5,5,5,4,5,5,5,5,5,5,5
"2319",2,3,1,3,1,3,3,5,4,4,1,4,3,3
"2320",1,1,1,1,1,1,2,1,3,3,1,2,2,1
"2321",1,2,1,1,1,1,1,5,1,1,2,1,1,1
"2322",2,3,2,2,1,1,1,1,3,2,3,3,2,1
"2323",3,3,2,2,1,2,1,1,2,2,2,3,1,2
"2324",3,5,5,5,3,4,5,5,5,3,4,4,3,3
"2325",1,2,1,1,1,1,1,1,1,1,1,1,1,2
"2326",1,3,1,1,1,1,1,1,1,1,1,2,1,1
"2327",3,4,4,4,4,3,3,5,4,3,4,3,3,1
"2328",1,4,2,3,2,3,1,5,4,4,4,4,1,1
"2329",3,4,2,3,1,4,2,1,2,5,1,3,4,3
"2330",2,1,1,1,1,1,3,4,4,3,3,1,2,1
"2331",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2332",1,2,1,3,1,1,1,1,2,1,3,3,1,1
"2333",1,1,1,1,1,1,1,1,1,2,1,1,1,1
"2334",3,3,2,4,1,2,3,3,3,4,1,3,2,2
"2335",2,1,1,2,1,1,3,2,3,1,1,3,2,2
"2336",4,4,1,5,1,2,3,4,4,2,2,4,2,1
"2337",1,4,4,5,3,5,4,5,4,5,5,5,1,3
"2338",1,2,1,1,1,1,1,1,1,1,2,1,1,1
"2339",1,1,3,1,1,1,1,1,1,1,1,3,1,1
"2340",3,3,5,3,3,5,3,4,5,5,5,4,2,4
"2341",2,3,2,3,2,2,5,4,3,3,2,2,3,2
"2342",3,3,3,3,3,3,3,3,1,3,3,5,1,1
"2343",1,2,2,2,1,1,1,1,1,3,3,1,1,1
"2344",3,3,1,3,1,2,2,4,3,4,1,3,1,4
"2345",4,3,3,4,4,3,3,2,4,3,4,4,3,2
"2346",1,3,1,1,1,1,1,1,1,1,1,1,1,1
"2347",1,2,1,1,1,1,2,2,2,1,1,1,1,1
"2348",3,3,3,3,3,2,3,4,3,4,2,3,3,4
"2349",1,2,2,1,1,3,2,2,3,2,2,1,1,2
"2350",1,2,2,2,1,3,2,2,3,2,2,2,1,2
"2351",1,3,3,3,1,1,3,2,3,2,2,2,1,1
"2352",4,4,4,4,4,3,5,5,5,4,4,5,3,3
"2353",2,2,3,5,2,3,4,4,4,3,4,4,4,4
"2354",2,2,1,3,1,3,3,1,2,3,1,3,3,2
"2355",3,3,1,3,1,1,1,2,3,1,3,1,2,1
"2356",1,3,1,1,1,1,1,2,2,1,1,2,1,1
"2357",1,1,1,2,1,1,2,1,1,1,1,2,1,1
"2358",3,3,2,3,3,4,3,2,2,4,1,3,1,1
"2359",1,3,2,4,1,2,1,3,2,2,2,2,1,1
"2360",1,5,2,4,2,4,3,4,4,5,2,4,3,3
"2361",3,4,3,2,2,4,5,5,4,5,2,5,3,5
"2362",3,3,5,3,4,2,2,5,5,5,5,5,3,5
"2363",2,5,3,4,4,2,4,5,3,2,2,4,3,4
"2364",4,3,2,4,3,2,3,5,5,3,2,3,1,3
"2365",5,4,5,5,1,3,3,5,5,3,5,5,4,4
"2366",2,3,1,3,2,1,2,3,3,2,1,3,1,2
"2367",3,4,4,5,2,3,4,4,3,4,4,4,2,5
"2368",1,2,1,1,1,2,1,1,2,2,1,1,1,2
"2369",3,3,4,5,3,2,3,4,3,4,5,3,1,2
"2370",1,3,1,3,1,1,3,1,3,2,2,4,1,2
"2371",4,3,1,5,1,3,2,5,4,3,1,3,3,3
"2372",3,5,4,4,2,5,4,4,4,5,3,5,3,4
"2373",2,2,1,2,1,1,3,2,2,2,1,2,1,1
"2374",1,2,1,1,1,1,1,1,1,1,1,2,1,1
"2375",1,2,1,2,1,1,3,1,1,1,1,2,1,1
"2376",4,3,2,2,1,5,3,1,4,5,1,5,2,3
"2377",2,5,5,4,1,2,3,5,4,3,4,2,3,3
"2378",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2379",3,4,2,3,1,2,1,2,3,4,2,3,1,1
"2380",3,4,1,4,2,4,5,4,3,4,2,5,2,3
"2381",2,4,4,2,4,3,4,4,3,4,4,4,2,3
"2382",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2383",1,1,1,1,1,2,1,1,1,2,1,2,1,1
"2384",1,3,3,1,2,1,2,2,1,1,1,1,1,1
"2385",3,5,1,5,3,3,5,5,5,4,1,4,3,4
"2386",1,5,4,3,5,3,4,5,5,5,5,4,2,3
"2387",1,1,1,1,1,2,1,1,2,2,1,1,1,1
"2388",3,4,5,5,3,5,4,5,5,4,4,4,4,4
"2389",3,1,3,4,1,3,5,4,5,4,1,3,3,1
"2390",1,2,2,2,2,2,1,1,3,2,1,2,2,1
"2391",2,2,1,2,1,1,2,2,2,1,1,2,1,1
"2392",4,4,1,5,1,5,3,5,3,5,5,3,4,4
"2393",3,4,3,4,1,3,5,4,4,3,3,4,5,3
"2394",4,5,1,5,3,3,3,5,4,5,2,4,2,4
"2395",3,3,2,3,2,3,5,2,3,3,2,4,3,2
"2396",3,5,4,5,1,3,3,5,4,5,5,4,4,2
"2397",1,2,2,1,2,2,1,1,2,2,2,3,1,1
"2398",1,3,2,1,1,1,2,1,2,2,1,2,1,1
"2399",5,5,5,5,4,4,5,5,5,4,5,4,5,5
"2400",1,3,1,1,1,1,1,1,1,2,1,2,1,1
"2401",2,2,1,3,1,4,4,2,4,2,2,3,1,1
"2402",2,3,2,3,2,3,2,2,3,3,2,3,2,1
"2403",3,4,1,4,1,4,4,4,4,4,1,4,3,2
"2404",3,3,2,3,1,1,2,2,3,3,1,3,2,1
"2405",5,3,3,3,3,4,3,5,5,4,3,5,3,3
"2406",2,2,2,2,1,2,3,1,3,3,1,3,2,2
"2407",1,1,1,1,1,1,3,1,3,2,1,3,1,1
"2408",1,4,3,3,2,1,5,3,3,1,3,4,3,1
"2409",2,4,4,4,4,4,4,4,2,4,3,4,4,3
"2410",1,1,1,1,1,1,2,1,2,1,1,1,1,1
"2411",3,1,1,3,1,1,3,1,2,3,1,2,2,2
"2412",4,5,5,5,5,5,5,5,5,5,5,5,4,5
"2413",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2414",3,2,2,2,1,3,1,3,3,4,1,3,2,1
"2415",1,4,2,3,2,2,2,2,3,2,2,3,1,3
"2416",3,3,3,3,3,3,4,3,4,4,3,4,1,4
"2417",1,3,2,3,1,2,2,1,1,3,1,1,1,3
"2418",4,5,5,4,2,5,5,5,5,5,4,5,5,5
"2419",3,2,4,5,3,4,4,3,4,4,5,3,2,4
"2420",4,4,2,3,2,3,1,3,3,4,2,4,2,4
"2421",5,5,3,5,2,5,5,5,5,5,4,5,3,5
"2422",1,2,1,1,1,1,1,1,1,1,1,1,1,1
"2423",1,3,1,1,1,2,4,1,2,2,1,4,1,4
"2424",3,4,3,4,4,3,5,5,5,4,3,5,2,5
"2425",3,3,2,4,1,3,3,4,4,3,3,5,2,3
"2426",1,2,1,2,1,1,2,1,2,2,1,3,1,2
"2427",2,3,3,2,1,1,2,1,1,3,3,2,1,1
"2428",3,2,4,4,1,5,5,5,4,4,5,4,3,5
"2429",2,3,3,4,1,3,4,1,3,4,3,2,1,2
"2430",5,4,4,5,4,4,3,5,5,4,4,3,4,2
"2431",4,3,3,4,2,3,1,1,3,3,3,5,1,3
"2432",1,1,4,2,1,1,4,3,2,1,3,2,1,3
"2433",2,4,3,4,2,3,3,3,4,4,4,4,2,3
"2434",4,2,3,5,2,3,2,3,5,4,1,4,2,2
"2435",5,5,1,5,1,4,5,5,5,4,4,4,5,4
"2436",4,5,5,5,3,3,5,5,5,4,5,5,4,5
"2437",3,3,4,5,4,3,2,3,4,4,4,3,2,5
"2438",1,1,1,2,1,3,3,1,2,1,1,2,1,2
"2439",1,2,2,3,1,3,2,3,2,2,2,3,1,1
"2440",5,5,5,5,4,5,5,5,5,5,4,5,3,3
"2441",2,4,3,3,1,2,3,4,5,5,4,4,1,1
"2442",5,2,1,5,1,3,3,4,5,4,1,5,3,3
"2443",1,3,1,1,1,1,1,1,2,2,2,2,1,2
"2444",4,3,1,3,1,3,3,3,3,3,1,3,2,3
"2445",5,3,4,5,3,4,4,5,4,5,5,5,3,5
"2446",1,2,1,2,1,1,1,1,2,1,1,2,1,1
"2447",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"2448",3,3,3,4,3,4,2,4,4,5,4,4,2,4
"2449",4,4,4,4,3,4,4,4,4,4,4,3,2,1
"2450",1,1,1,1,1,1,1,1,1,1,1,2,1,1
"2451",1,3,1,2,1,1,3,1,2,1,2,3,1,1
"2452",1,2,2,1,1,1,1,1,1,1,2,1,1,1
"2453",5,4,4,5,3,3,4,5,5,5,4,5,3,3
"2454",1,5,2,5,1,5,3,3,3,5,2,5,1,2
"2455",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2456",1,5,1,2,1,2,3,1,3,2,1,2,1,2
"2457",1,2,1,1,1,1,1,2,1,1,1,1,1,1
"2458",3,4,3,5,2,4,3,5,4,4,3,4,3,3
"2459",4,3,4,5,2,1,4,2,5,2,4,4,4,2
"2460",2,4,3,4,2,4,4,3,3,4,3,4,2,4
"2461",1,2,3,2,1,1,1,1,2,2,2,2,1,1
"2462",3,3,2,3,1,4,2,3,3,4,2,3,3,4
"2463",4,4,3,4,3,1,4,4,4,3,3,4,1,5
"2464",2,3,3,5,1,2,2,4,4,3,3,4,1,2
"2465",2,3,4,3,3,3,5,2,2,5,3,3,1,2
"2466",1,1,1,4,1,1,3,5,4,2,2,2,1,2
"2467",2,2,3,3,1,2,3,2,3,4,3,3,1,2
"2468",3,4,3,4,2,4,4,4,3,4,3,3,3,4
"2469",1,3,3,4,3,2,4,2,3,3,3,4,3,3
"2470",5,3,3,4,3,4,4,4,4,5,3,5,3,3
"2471",2,2,4,4,4,5,3,5,4,5,4,4,3,5
"2472",3,4,2,3,2,4,2,2,3,4,1,4,1,3
"2473",4,3,3,5,1,3,4,4,4,4,3,2,3,2
"2474",3,5,4,5,5,4,4,5,5,4,3,5,3,5
"2475",4,4,4,5,3,3,4,4,4,3,4,4,3,4
"2476",2,3,2,4,2,3,5,4,3,4,3,4,2,2
"2477",2,5,5,5,1,2,3,5,5,1,5,4,1,3
"2478",1,3,2,3,1,2,1,1,3,3,2,3,1,2
"2479",1,4,2,5,1,3,3,1,4,4,3,3,1,3
"2480",1,2,1,1,1,2,1,1,1,2,1,2,1,1
"2481",2,4,2,3,1,1,1,1,3,1,2,4,1,1
"2482",2,1,1,5,1,3,3,5,4,1,1,3,1,4
"2483",4,5,2,4,2,2,5,5,4,4,5,4,3,5
"2484",1,3,3,4,1,1,3,3,2,1,3,3,1,1
"2485",2,5,1,5,2,3,5,3,5,3,1,5,1,1
"2486",5,5,5,5,4,3,3,5,5,3,5,5,5,5
"2487",1,3,3,2,1,1,2,4,3,4,4,1,1,2
"2488",1,3,1,3,1,1,2,4,4,3,5,3,2,3
"2489",3,3,4,4,1,4,3,4,4,3,3,3,2,4
"2490",3,4,3,4,3,3,4,4,3,3,3,4,2,3
"2491",1,5,1,3,1,3,3,3,1,4,3,3,1,3
"2492",2,3,2,3,2,3,2,1,3,3,2,4,1,2
"2493",1,2,1,2,1,2,2,1,2,2,2,2,1,1
"2494",1,3,1,1,1,1,1,1,1,1,1,1,1,1
"2495",5,5,3,5,1,5,4,4,5,4,4,4,1,3
"2496",4,2,1,3,1,4,5,2,5,2,1,5,5,3
"2497",5,5,5,5,5,5,3,5,5,5,5,5,4,4
"2498",1,3,1,5,1,3,5,5,5,3,1,4,3,4
"2499",5,2,1,4,1,3,4,4,4,4,2,5,3,2
"2500",1,1,1,1,1,1,1,1,1,2,1,1,1,1
"2501",5,5,3,5,3,5,3,5,4,5,4,4,5,3
"2502",3,4,4,4,3,4,4,4,4,4,3,3,4,3
"2503",3,3,3,3,3,2,3,2,4,4,4,3,1,2
"2504",2,2,3,3,2,2,3,1,3,2,3,3,1,3
"2505",4,4,3,4,3,4,3,4,4,4,5,3,1,4
"2506",2,5,3,2,2,3,1,5,2,4,3,3,1,1
"2507",4,4,2,4,1,3,3,3,3,3,3,4,2,3
"2508",3,1,2,5,2,4,4,4,5,5,2,4,3,5
"2509",2,1,3,3,1,2,3,2,3,3,4,3,1,1
"2510",2,4,3,2,3,4,3,4,4,5,2,3,1,2
"2511",3,4,3,3,3,3,4,4,3,3,3,3,3,1
"2512",1,2,1,1,1,1,2,1,1,2,1,1,1,1
"2513",3,4,2,5,2,5,5,5,5,4,2,5,5,4
"2514",1,4,1,3,1,3,3,5,4,3,2,3,1,2
"2515",3,2,2,3,2,1,4,2,3,2,2,3,3,2
"2516",3,3,4,2,3,1,3,4,4,2,4,4,1,2
"2517",1,3,2,3,1,3,2,1,2,3,2,3,1,3
"2518",4,5,5,5,4,5,1,5,4,5,5,5,2,1
"2519",5,2,5,5,5,4,3,5,4,4,5,5,2,3
"2520",3,2,1,4,1,3,4,4,4,3,1,3,2,3
"2521",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2522",3,4,4,3,4,4,3,5,5,4,4,3,2,3
"2523",1,3,1,4,1,1,3,3,4,2,1,4,1,3
"2524",4,2,2,5,1,4,5,5,5,5,5,5,3,3
"2525",1,3,2,2,1,1,2,1,1,2,1,2,1,1
"2526",1,2,2,3,1,2,1,1,4,3,2,3,1,1
"2527",1,2,1,1,1,1,1,2,1,1,1,1,1,2
"2528",4,3,3,5,1,4,3,4,4,5,3,4,3,4
"2529",4,2,3,5,3,4,1,4,4,5,3,2,1,1
"2530",4,4,3,4,1,3,4,4,4,3,2,5,1,3
"2531",2,3,3,4,2,3,5,5,5,3,3,5,1,4
"2532",1,2,1,3,1,2,2,3,5,2,1,2,5,1
"2533",2,3,3,3,3,3,3,2,4,3,2,3,1,2
"2534",2,4,1,5,1,4,4,5,4,4,1,5,3,3
"2535",3,4,4,2,4,4,5,2,4,4,3,4,2,3
"2536",5,5,5,5,5,3,3,5,4,4,5,5,3,3
"2537",3,4,4,5,2,2,3,3,4,3,2,3,2,2
"2538",1,4,3,4,1,1,5,4,2,3,1,4,1,3
"2539",4,4,3,4,2,3,5,2,4,4,3,4,2,4
"2540",4,3,3,3,3,5,3,5,5,5,3,4,3,4
"2541",4,3,3,5,1,3,3,4,3,3,3,3,4,3
"2542",4,5,4,5,3,3,3,5,4,4,4,4,3,3
"2543",2,5,1,5,1,3,4,3,3,4,3,4,3,3
"2544",3,4,5,5,4,4,2,5,5,3,4,4,4,1
"2545",1,4,1,2,3,5,5,5,5,4,3,4,1,5
"2546",4,4,4,5,1,2,1,5,4,4,4,2,2,1
"2547",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2548",3,3,3,3,3,2,4,4,3,3,3,2,4,4
"2549",2,3,3,3,2,2,4,3,3,3,3,3,2,2
"2550",4,3,3,5,2,3,3,5,4,4,4,4,3,5
"2551",1,2,2,2,1,1,2,1,3,1,1,3,1,2
"2552",2,4,2,4,2,3,3,4,4,4,2,3,2,2
"2553",2,4,2,5,1,1,2,5,3,2,2,4,2,3
"2554",3,2,2,2,2,3,2,2,2,3,2,2,3,1
"2555",3,1,1,4,1,1,3,1,3,2,1,4,1,1
"2556",3,4,4,4,4,4,4,4,3,4,4,4,2,1
"2557",1,2,2,2,2,1,1,1,2,2,2,2,1,1
"2558",5,5,1,5,1,5,5,5,5,5,1,5,2,5
"2559",1,4,2,4,1,3,4,5,5,1,4,3,1,3
"2560",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2561",4,3,4,5,4,5,3,5,4,5,5,5,4,3
"2562",4,4,4,5,1,4,4,5,5,4,5,4,4,3
"2563",3,4,5,4,5,4,4,5,5,5,5,5,2,5
"2564",1,5,5,5,5,3,4,5,3,5,5,4,1,3
"2565",4,3,2,5,2,4,2,5,4,4,5,4,3,3
"2566",3,1,1,5,1,1,1,1,5,1,5,3,4,3
"2567",3,3,2,4,3,4,4,4,3,3,3,4,3,3
"2568",2,3,3,5,3,2,3,5,4,5,5,4,3,2
"2569",5,4,5,5,3,5,4,5,5,5,5,5,5,5
"2570",2,4,2,3,1,1,4,4,4,1,2,5,1,1
"2571",2,3,1,3,1,3,3,4,3,3,1,3,2,3
"2572",5,4,3,5,4,5,5,5,5,5,4,5,4,4
"2573",4,3,3,4,3,4,4,3,3,4,4,4,3,3
"2574",1,4,1,1,1,1,1,2,2,1,1,1,1,1
"2575",3,3,3,5,2,4,3,3,4,4,5,4,4,3
"2576",2,2,1,2,1,1,3,2,4,2,1,2,1,2
"2577",3,1,1,3,1,1,1,1,3,1,3,3,1,1
"2578",3,5,5,4,5,5,3,5,5,5,5,5,2,4
"2579",3,3,4,3,1,4,4,5,5,4,5,3,3,3
"2580",3,5,4,5,2,5,4,5,5,5,4,4,3,4
"2581",4,5,5,5,5,4,3,5,5,5,5,5,4,5
"2582",3,4,4,4,2,4,4,4,3,4,4,4,2,4
"2583",1,3,1,1,1,1,1,1,1,1,2,1,1,1
"2584",1,3,1,1,1,1,1,1,1,1,1,1,1,1
"2585",4,2,4,5,2,3,1,4,5,3,5,2,2,1
"2586",1,2,2,2,1,2,1,1,3,3,1,2,1,1
"2587",3,4,3,4,3,4,4,4,4,5,4,4,2,5
"2588",4,5,3,5,2,4,4,5,4,4,3,4,2,4
"2589",5,5,4,4,4,5,2,4,5,5,4,4,4,2
"2590",4,3,4,4,3,3,3,5,4,4,5,4,2,3
"2591",2,2,3,4,2,5,2,5,3,4,1,4,2,2
"2592",3,2,3,3,3,2,3,4,3,4,3,3,2,2
"2593",2,2,2,5,1,2,2,2,2,4,4,4,1,1
"2594",4,4,2,5,3,3,4,5,4,4,5,5,3,3
"2595",3,3,3,5,1,3,5,5,5,2,5,5,2,5
"2596",3,4,2,4,2,4,3,4,3,5,2,5,2,2
"2597",2,1,1,3,1,1,4,2,3,3,2,3,3,1
"2598",3,4,4,3,3,4,3,3,3,4,4,4,3,3
"2599",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2600",4,4,4,5,4,4,4,4,4,4,4,4,3,4
"2601",1,1,1,1,1,1,2,2,2,1,1,3,1,1
"2602",4,3,4,5,1,3,3,4,4,2,5,4,2,1
"2603",1,3,1,3,1,1,3,1,2,1,3,3,1,1
"2604",1,3,1,2,1,1,1,1,1,1,1,1,1,1
"2605",1,4,2,5,2,3,2,5,4,3,2,2,1,2
"2606",3,3,4,4,2,2,3,4,2,3,2,3,2,2
"2607",1,2,1,1,1,1,1,1,1,1,1,2,1,1
"2608",3,5,4,5,4,5,3,5,5,5,5,4,3,3
"2609",4,3,1,3,1,1,4,1,4,4,3,1,3,4
"2610",1,2,1,1,1,1,1,1,2,2,1,2,1,1
"2611",1,4,2,4,1,1,3,3,3,1,1,3,1,1
"2612",5,2,2,5,3,4,3,3,4,4,2,4,2,3
"2613",2,4,2,4,2,5,4,3,4,5,1,4,2,4
"2614",4,3,3,5,3,4,1,3,4,4,5,4,2,3
"2615",4,1,2,5,1,1,2,5,4,4,1,3,2,3
"2616",3,1,3,5,2,4,1,5,5,4,3,3,1,1
"2617",4,5,4,5,4,5,5,5,5,5,3,5,2,5
"2618",4,4,1,4,1,3,4,4,4,4,3,4,3,3
"2619",4,3,1,5,1,1,5,5,4,5,1,4,1,3
"2620",1,3,3,5,1,1,5,5,4,1,3,2,1,2
"2621",4,4,3,5,2,4,3,4,4,4,2,4,3,3
"2622",2,2,2,4,3,4,2,1,3,4,4,4,1,1
"2623",1,3,1,3,1,2,2,5,4,2,5,3,1,3
"2624",1,2,2,2,1,1,2,1,1,1,3,3,1,2
"2625",3,5,5,4,3,5,5,5,5,5,5,5,3,5
"2626",4,4,2,4,1,4,4,1,4,4,4,4,4,3
"2627",1,2,1,1,1,1,1,1,2,2,1,2,1,1
"2628",1,1,1,3,1,3,3,3,4,3,2,4,1,3
"2629",1,2,2,1,1,1,1,1,1,2,2,1,1,1
"2630",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2631",4,3,3,5,3,5,1,5,5,5,5,4,3,3
"2632",1,4,2,1,1,2,2,3,3,3,2,3,1,4
"2633",2,4,3,5,3,4,3,4,4,4,4,4,2,3
"2634",3,5,5,5,5,5,5,5,5,5,5,5,4,5
"2635",1,2,1,2,1,2,2,2,2,2,1,2,1,2
"2636",3,3,1,4,1,5,3,4,4,5,3,4,3,3
"2637",4,2,2,4,1,3,3,2,4,2,1,3,3,3
"2638",1,2,1,2,1,1,3,2,2,2,1,3,1,2
"2639",5,5,5,5,5,5,1,5,5,5,5,5,5,5
"2640",1,1,2,1,1,1,1,2,1,1,2,1,1,1
"2641",1,3,2,2,1,1,1,1,3,1,1,3,1,1
"2642",2,2,1,4,1,1,3,4,3,2,1,3,2,1
"2643",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2644",2,3,1,3,1,3,4,1,3,3,2,1,1,3
"2645",1,3,2,4,1,1,2,2,3,1,3,3,1,1
"2646",4,1,1,4,1,3,4,1,5,2,1,5,4,2
"2647",3,3,3,4,1,2,4,5,3,2,3,5,3,3
"2648",1,1,1,1,1,1,1,1,1,2,2,2,1,1
"2649",2,4,1,3,1,4,2,3,2,4,2,4,1,2
"2650",2,3,2,3,2,3,4,4,4,3,3,2,2,3
"2651",1,3,1,2,1,3,3,4,3,3,1,2,1,1
"2652",1,3,3,3,1,4,3,4,4,3,3,3,1,1
"2653",2,2,1,2,1,4,2,1,1,3,1,3,1,2
"2654",4,5,2,5,1,5,4,5,5,5,2,5,4,5
"2655",3,5,3,5,3,4,5,5,4,4,3,4,2,3
"2656",1,4,1,1,1,4,1,1,4,4,3,4,1,1
"2657",1,1,1,1,1,1,3,1,1,1,1,1,1,1
"2658",1,1,3,1,1,1,2,1,1,1,3,1,1,1
"2659",1,3,1,3,1,1,3,3,2,2,1,3,2,2
"2660",1,2,1,1,1,2,3,1,2,2,2,2,1,2
"2661",5,4,5,5,3,5,1,5,5,3,4,1,2,3
"2662",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2663",1,3,2,1,1,2,4,2,3,2,2,3,1,1
"2664",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2665",1,2,2,1,2,1,1,1,1,2,2,3,1,1
"2666",1,2,3,1,1,3,1,1,3,3,2,4,1,2
"2667",1,1,2,1,1,1,2,1,1,1,1,1,1,2
"2668",3,3,2,2,1,3,1,1,2,3,2,3,1,3
"2669",1,2,1,2,1,1,4,1,2,1,2,1,1,3
"2670",1,2,1,1,1,1,1,2,1,1,2,1,1,2
"2671",2,2,2,2,1,1,1,1,2,2,1,2,1,2
"2672",1,2,1,1,1,1,1,1,1,1,1,1,1,1
"2673",2,4,1,2,1,1,1,1,1,2,1,3,1,3
"2674",1,3,2,3,1,2,2,4,3,1,2,2,1,1
"2675",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2676",1,3,1,1,1,2,2,1,2,2,1,2,1,2
"2677",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2678",4,4,3,4,3,4,3,4,4,4,3,4,3,4
"2679",3,5,1,5,1,4,1,5,5,3,5,5,3,1
"2680",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2681",1,3,1,1,1,2,3,1,1,2,1,1,1,1
"2682",2,3,2,3,1,3,2,3,3,4,2,4,3,1
"2683",1,3,1,1,1,3,2,2,1,2,1,2,1,2
"2684",5,5,4,5,2,5,5,5,5,5,5,5,5,5
"2685",1,3,3,5,3,4,3,5,4,5,3,4,1,1
"2686",1,1,1,3,1,1,1,1,3,1,1,1,2,1
"2687",1,2,1,1,1,3,1,2,1,1,1,2,1,1
"2688",1,4,1,1,1,1,1,1,1,1,5,1,1,1
"2689",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2690",2,4,3,2,1,3,1,3,2,3,2,5,1,1
"2691",3,2,2,4,1,1,2,4,4,3,1,4,3,3
"2692",1,1,1,5,1,1,1,4,5,1,4,1,1,1
"2693",2,4,2,4,1,3,3,3,3,4,3,3,1,2
"2694",1,1,1,3,1,3,2,4,4,1,3,3,1,3
"2695",1,2,2,1,2,2,1,2,2,1,4,2,1,1
"2696",1,2,1,1,1,1,1,1,1,1,2,1,1,1
"2697",1,4,2,2,1,2,3,3,3,3,1,3,1,3
"2698",3,4,1,3,1,3,1,1,3,3,1,3,1,1
"2699",1,2,1,1,1,2,2,2,1,1,1,1,1,1
"2700",1,2,1,2,1,1,2,2,1,3,1,2,1,1
"2701",1,1,1,1,1,1,1,1,2,1,1,2,1,1
"2702",1,2,1,1,1,1,2,1,1,2,1,2,1,1
"2703",1,2,1,2,1,2,4,1,2,1,1,3,1,1
"2704",1,3,1,1,1,2,1,1,2,1,1,1,1,2
"2705",1,2,1,2,1,2,1,1,1,1,1,2,1,2
"2706",1,1,1,1,1,1,1,1,1,1,2,1,1,2
"2707",3,5,4,3,2,3,2,3,3,3,5,3,2,2
"2708",2,3,1,2,1,2,1,1,2,1,2,3,1,2
"2709",4,3,5,5,5,3,5,5,4,3,5,5,5,4
"2710",1,2,1,3,1,2,1,1,2,1,1,1,1,2
"2711",2,4,1,4,1,3,4,4,4,1,2,4,3,3
"2712",3,4,2,4,2,2,5,4,4,2,2,3,2,4
"2713",1,1,1,2,1,1,1,1,2,1,1,2,1,2
"2714",1,2,1,3,1,2,2,1,3,2,3,4,1,1
"2715",3,2,1,4,1,3,2,1,3,2,2,2,1,2
