"","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"1",3,4,2,5,2,3,3,5,3,3,3,2,3,2
"2",2,4,3,2,2,3,4,3,4,3,3,2,2,3
"3",4,5,2,4,2,5,5,5,4,5,3,5,3,4
"4",2,5,3,5,3,2,4,3,4,4,4,5,2,4
"5",4,4,2,2,1,4,3,3,5,4,2,4,2,4
"6",5,4,5,3,1,5,3,5,5,5,3,5,4,3
"7",2,3,2,2,3,1,4,1,4,1,2,3,1,2
"8",2,2,2,1,1,3,3,3,3,2,3,3,4,2
"9",1,1,1,1,1,1,1,1,2,1,1,1,1,1
"10",3,3,3,3,3,2,3,4,4,3,3,3,2,3
"11",2,4,4,2,4,3,5,5,4,4,3,4,1,5
"12",1,2,2,4,1,1,3,2,3,2,1,2,2,1
"13",2,2,2,2,2,1,2,3,2,1,1,2,2,1
"14",3,3,2,5,1,4,3,3,4,3,1,3,3,4
"15",2,4,3,2,2,3,5,5,4,4,2,3,1,1
"16",1,2,2,2,1,1,2,5,3,1,2,1,1,1
"17",3,3,4,3,3,3,2,1,2,3,4,4,3,2
"18",1,2,1,1,1,2,1,1,1,1,1,1,1,2
"19",1,5,1,3,1,3,4,3,2,5,2,5,1,5
"20",3,4,3,4,1,5,4,3,4,5,3,5,1,1
"21",4,4,1,4,1,3,4,4,4,3,1,4,1,4
"22",4,4,3,4,4,5,3,4,5,5,3,3,3,3
"23",5,4,2,5,2,5,5,2,5,5,4,4,3,1
"24",2,3,2,5,1,2,4,5,5,3,5,5,2,3
"25",4,5,4,5,4,5,5,3,5,5,1,5,3,2
"26",2,3,3,3,1,3,3,4,3,2,1,4,2,4
"27",2,3,2,2,1,2,2,1,2,2,2,1,2,1
"28",4,4,3,4,2,3,3,4,5,3,4,3,4,4
"29",3,5,4,3,2,5,4,5,4,5,4,5,4,5
"30",2,2,3,2,2,2,3,4,3,2,2,3,2,3
"31",1,4,3,5,3,3,3,4,4,2,3,4,3,3
"32",3,3,1,3,1,2,3,3,3,3,2,3,3,1
"33",1,4,1,3,1,1,4,2,3,5,1,2,1,2
"34",1,3,1,5,2,3,4,4,4,3,1,4,1,4
"35",2,4,3,2,2,3,3,3,3,4,3,3,2,4
"36",1,3,1,4,1,1,1,1,1,2,1,2,1,3
"37",3,3,1,4,1,5,4,5,5,4,3,2,1,3
"38",3,3,1,3,1,1,5,3,4,2,1,4,1,1
"39",3,4,3,4,1,4,3,5,3,4,2,4,1,4
"40",3,3,3,1,1,2,1,3,1,3,3,2,1,1
"41",1,3,1,1,1,2,1,3,1,3,1,2,1,3
"42",1,3,2,3,1,2,2,2,2,3,2,3,1,1
"43",1,3,1,5,1,4,3,2,3,3,3,4,3,2
"44",2,3,2,3,1,1,4,4,3,3,2,3,1,1
"45",1,1,1,1,1,1,3,1,1,1,1,2,1,1
"46",3,4,3,4,2,3,3,3,4,2,3,4,3,3
"47",2,5,4,5,2,4,5,3,4,5,4,5,3,5
"48",5,5,5,5,4,5,4,5,4,5,4,5,3,3
"49",3,2,2,4,3,5,4,2,4,5,3,4,2,2
"50",2,3,2,5,2,3,4,5,5,3,2,4,2,3
"51",3,5,4,4,3,3,3,3,4,3,4,4,2,3
"52",1,3,1,2,1,1,1,2,3,3,2,3,1,3
"53",3,4,2,4,1,3,3,3,4,3,3,4,2,3
"54",2,2,2,3,1,2,3,3,4,3,2,3,1,3
"55",3,3,1,5,1,1,5,4,4,3,1,4,4,3
"56",1,4,3,5,2,3,4,4,4,3,2,4,2,2
"57",2,2,1,3,1,2,2,4,2,2,1,3,1,1
"58",3,3,2,3,2,3,3,4,3,2,2,4,2,2
"59",3,3,1,4,1,3,4,3,2,3,1,3,2,4
"60",5,5,3,5,3,2,4,3,4,5,4,5,3,4
"61",2,4,4,4,1,4,3,4,4,3,2,2,1,3
"62",4,4,2,3,2,4,4,5,2,4,5,5,4,4
"63",1,5,1,2,1,1,4,1,1,1,1,1,1,1
"64",3,3,2,5,2,2,5,1,4,4,4,5,1,4
"65",3,3,3,3,3,3,4,4,4,4,3,4,4,3
"66",3,2,1,3,1,2,3,2,3,3,1,3,1,1
"67",4,4,1,3,1,4,1,1,4,4,1,2,1,1
"68",1,3,1,2,1,1,1,2,1,1,1,4,1,1
"69",2,4,2,3,1,2,5,4,3,3,3,5,1,1
"70",3,4,4,3,4,4,3,5,3,4,4,5,2,3
"71",1,3,1,3,1,1,3,5,3,1,1,2,1,1
"72",3,2,3,4,2,2,3,4,4,1,2,3,2,1
"73",1,2,2,3,2,3,3,2,3,1,3,2,1,1
"74",3,4,1,3,1,4,3,3,3,4,3,4,3,4
"75",5,4,5,5,4,3,5,5,5,3,4,4,5,5
"76",3,5,5,4,5,5,3,5,5,5,5,4,1,3
"77",1,4,3,3,2,3,2,1,4,4,2,4,1,3
"78",3,3,3,3,1,3,4,2,5,4,1,4,4,5
"79",4,4,4,5,3,5,5,5,5,5,3,5,5,4
"80",1,3,2,1,1,2,2,2,2,3,3,3,2,2
"81",3,4,4,5,4,3,4,5,5,5,4,4,3,3
"82",3,4,1,3,1,4,2,1,2,3,1,4,1,4
"83",1,5,3,4,1,2,5,5,4,4,3,5,1,5
"84",1,4,3,4,1,1,4,3,4,2,4,4,1,1
"85",2,3,1,4,1,2,3,4,2,2,2,4,2,2
"86",1,5,1,4,1,1,2,4,2,4,2,4,1,4
"87",1,3,1,1,1,3,2,1,2,2,1,1,1,1
"88",2,2,4,5,3,5,3,2,2,3,5,4,5,4
"89",2,3,1,3,1,4,5,3,4,4,2,2,2,1
"90",5,4,4,5,1,3,4,4,4,4,3,4,2,4
"91",1,2,1,1,1,2,1,1,3,2,1,1,2,1
"92",1,2,1,1,1,4,1,1,2,3,1,3,1,1
"93",2,3,2,3,1,4,4,1,1,3,3,5,1,5
"94",4,5,5,5,3,5,3,5,3,5,4,4,1,3
"95",5,3,1,3,1,4,5,4,4,4,2,5,3,5
"96",3,5,3,4,3,4,4,4,4,5,5,5,1,5
"97",1,3,1,3,1,3,3,1,3,3,1,2,1,3
"98",1,2,1,2,1,1,3,3,4,2,2,3,1,2
"99",1,3,1,2,1,3,1,2,1,3,1,3,1,3
"100",1,4,2,3,1,3,4,5,3,2,3,3,1,2
"101",2,5,2,5,1,1,2,1,2,3,4,4,4,5
"102",4,3,2,3,1,5,3,3,4,5,2,4,4,4
"103",1,3,2,1,1,1,1,1,2,2,2,2,1,1
"104",2,2,3,4,1,2,2,2,4,2,3,2,2,1
"105",1,3,1,1,1,3,3,3,1,1,2,3,1,1
"106",3,3,2,3,1,1,3,3,4,2,3,4,4,2
"107",3,1,1,4,1,5,3,1,4,1,1,2,2,1
"108",4,1,1,5,1,1,4,4,4,1,1,4,2,4
"109",3,2,1,2,1,1,2,3,4,2,1,3,3,3
"110",1,4,3,3,1,1,3,4,1,2,2,3,1,3
"111",1,2,1,1,1,1,2,2,2,2,2,1,1,1
"112",1,3,2,3,1,3,3,4,2,3,4,2,1,3
"113",4,3,3,4,3,4,4,4,3,3,3,5,4,3
"114",4,2,2,2,3,2,1,4,3,4,2,3,1,1
"115",5,5,4,5,3,5,5,5,5,4,5,5,5,5
"116",1,3,2,4,1,2,3,3,2,3,2,3,1,2
"117",3,3,1,3,1,2,4,2,3,2,1,3,2,2
"118",3,5,1,2,1,5,3,1,3,5,1,5,1,5
"119",1,5,1,4,1,3,4,5,4,4,1,4,2,4
"120",1,3,1,4,1,1,1,1,1,1,3,3,1,2
"121",2,5,3,3,3,4,4,2,3,5,5,4,3,4
"122",2,2,2,2,1,2,3,2,2,3,2,3,2,2
"123",1,4,1,3,1,2,3,3,3,4,2,4,1,3
"124",1,3,3,3,2,3,4,5,5,3,3,4,1,1
"125",1,3,2,2,1,2,3,2,1,3,2,2,1,2
"126",4,4,1,5,2,1,3,3,3,3,3,5,4,3
"127",3,3,2,3,3,2,4,3,3,4,3,3,3,3
"128",1,1,1,5,1,1,4,2,5,1,1,3,1,1
"129",2,5,5,5,3,5,5,4,4,5,4,5,2,4
"130",1,2,1,1,1,2,2,1,1,1,2,1,1,1
"131",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"132",1,4,3,3,3,5,5,5,5,3,4,5,3,3
"133",2,4,4,5,3,3,5,4,4,4,4,4,1,3
"134",1,3,1,3,1,2,4,4,3,4,2,3,1,2
"135",1,3,1,1,1,1,1,1,2,2,1,2,1,2
"136",1,3,2,3,1,1,3,2,3,3,2,3,2,1
"137",1,3,3,1,2,4,1,3,2,4,1,3,1,1
"138",3,3,3,3,2,3,4,3,4,5,3,3,1,3
"139",4,5,4,5,3,5,3,5,5,5,5,4,3,3
"140",3,3,1,3,1,3,4,1,4,2,1,4,3,1
"141",2,3,2,3,1,2,2,4,3,2,2,3,1,2
"142",3,4,4,5,2,3,3,5,4,2,4,3,2,3
"143",2,4,3,2,2,3,3,3,2,3,3,4,1,4
"144",2,5,1,5,1,3,4,4,5,4,3,4,3,4
"145",1,4,2,5,1,1,3,5,4,3,3,4,1,1
"146",3,4,4,5,3,3,3,5,5,4,4,4,3,3
"147",1,2,1,1,1,1,1,1,1,2,3,5,1,1
"148",3,4,4,4,3,4,4,5,3,4,2,3,3,4
"149",1,5,3,4,2,3,3,4,5,3,3,5,1,4
"150",2,3,1,3,1,4,3,4,2,5,3,4,2,4
"151",2,3,1,3,1,4,3,3,4,4,2,3,3,3
"152",2,2,1,3,4,1,3,3,4,3,1,1,2,1
"153",4,2,1,3,1,2,4,4,3,4,1,3,3,3
"154",1,3,1,4,1,2,3,5,5,3,2,4,1,3
"155",1,2,1,3,1,1,3,2,1,1,1,3,2,1
"156",2,2,1,3,1,2,3,4,4,3,1,4,1,3
"157",1,2,2,1,1,1,2,1,1,2,2,2,1,1
"158",1,3,1,1,1,2,1,2,2,4,1,1,2,2
"159",5,4,3,4,1,3,4,4,5,4,4,3,2,2
"160",1,4,2,3,2,4,4,2,4,4,3,4,1,4
"161",4,3,4,4,2,1,2,5,4,2,3,4,1,3
"162",5,5,3,5,3,4,4,5,5,5,4,5,3,4
"163",1,1,1,3,1,1,2,1,4,2,1,3,2,2
"164",2,3,1,2,1,1,3,3,3,1,3,3,1,2
"165",2,4,2,4,2,3,3,4,4,3,4,1,1,3
"166",4,4,4,4,3,3,4,4,4,4,4,3,3,3
"167",2,3,4,4,3,2,4,4,5,3,3,5,3,3
"168",3,3,3,3,1,3,3,4,3,4,2,3,2,2
"169",1,3,2,1,2,2,2,1,1,3,2,3,1,2
"170",1,3,1,2,2,1,2,2,2,1,1,2,1,1
"171",3,1,1,1,1,2,5,4,3,1,1,5,3,5
"172",1,3,2,2,1,2,1,2,1,3,2,2,1,1
"173",5,4,3,4,3,4,5,5,5,5,3,5,3,5
"174",3,1,2,5,1,3,2,4,4,3,3,4,2,1
"175",1,2,1,1,1,3,2,1,2,3,1,2,1,1
"176",1,2,2,4,1,2,3,4,3,3,2,3,2,1
"177",2,3,3,3,2,3,3,3,4,4,4,4,3,3
"178",1,1,1,3,1,1,2,1,3,2,1,3,1,1
"179",1,2,1,2,1,2,2,3,2,2,2,3,1,1
"180",3,3,2,3,1,3,4,3,3,3,3,3,2,3
"181",1,3,1,1,1,1,1,3,3,1,1,3,1,1
"182",2,4,2,4,2,4,3,4,5,3,3,4,2,2
"183",4,3,1,5,1,4,5,5,5,5,1,5,3,5
"184",1,2,1,2,1,1,2,1,3,2,1,1,1,1
"185",1,3,2,3,1,2,2,3,4,3,2,4,1,2
"186",1,3,2,4,1,3,2,5,3,3,3,3,1,2
"187",2,2,1,3,1,1,4,3,3,2,2,3,2,1
"188",3,3,3,3,1,3,4,4,2,3,3,5,1,4
"189",3,5,5,4,2,4,4,5,4,4,4,2,1,1
"190",1,4,5,3,3,2,4,3,5,2,5,4,2,2
"191",3,5,2,3,2,3,5,5,5,4,4,5,2,4
"192",3,5,4,4,3,4,3,3,4,4,4,5,2,3
"193",1,1,2,3,1,3,3,5,3,3,3,4,3,3
"194",1,3,2,3,2,2,4,3,3,2,2,3,2,3
"195",5,2,2,4,1,2,5,3,4,3,1,4,5,4
"196",1,3,4,2,3,4,5,2,4,4,4,5,1,3
"197",4,4,3,5,5,4,5,5,5,4,3,4,3,3
"198",2,3,3,3,2,2,2,1,2,3,3,2,1,1
"199",1,2,2,3,2,1,2,1,2,2,2,2,2,1
"200",1,3,1,1,1,3,1,1,2,3,1,1,1,1
"201",1,3,1,4,1,2,2,4,3,3,2,3,2,3
"202",3,5,3,4,2,2,5,5,3,5,4,5,1,5
"203",3,3,1,3,1,4,4,3,3,4,4,3,2,3
"204",2,3,1,3,1,1,4,1,4,3,1,3,1,1
"205",4,5,5,5,3,4,5,5,4,3,5,5,4,5
"206",4,1,1,3,2,4,2,2,3,3,1,2,2,4
"207",3,5,3,4,2,2,5,3,4,3,3,4,3,3
"208",2,3,4,3,1,4,1,5,5,4,4,2,1,1
"209",3,5,3,5,3,3,5,3,4,3,4,3,1,3
"210",1,4,3,1,2,3,1,1,2,4,2,2,3,1
"211",1,5,3,4,2,3,4,3,4,3,3,5,1,3
"212",2,5,2,2,2,1,3,4,3,2,2,4,2,3
"213",1,4,3,3,2,3,3,5,4,4,5,4,2,3
"214",3,5,5,5,2,5,5,5,5,5,4,3,1,3
"215",4,5,5,5,5,5,4,5,5,4,4,4,1,4
"216",1,1,1,1,1,1,1,1,1,1,3,1,1,1
"217",1,3,3,4,1,2,2,5,2,3,2,4,2,2
"218",1,4,3,2,3,2,3,2,2,3,3,2,1,3
"219",4,5,5,5,4,5,5,4,5,5,5,4,5,3
"220",3,3,1,4,1,3,3,5,4,1,1,3,4,2
"221",3,5,4,4,4,5,5,5,3,5,3,5,1,3
"222",4,3,3,4,3,2,4,4,5,3,3,4,3,3
"223",2,3,2,3,2,1,2,2,3,1,2,3,1,2
"224",4,4,3,5,1,2,3,5,4,3,4,4,3,2
"225",1,5,2,5,1,3,5,5,3,5,2,5,1,4
"226",3,4,4,3,3,3,3,4,4,3,2,3,2,1
"227",1,3,2,2,1,2,2,1,3,3,3,4,1,3
"228",3,3,1,3,1,1,4,4,5,2,1,3,1,2
"229",5,4,2,4,2,4,4,5,5,3,3,4,3,4
"230",1,2,1,3,1,2,3,4,3,2,1,2,1,3
"231",1,4,2,3,2,2,2,5,3,4,1,4,1,3
"232",4,3,2,3,3,2,3,4,3,2,3,2,2,4
"233",2,5,4,4,2,5,4,3,4,5,5,5,3,3
"234",3,4,1,5,2,1,3,2,3,4,2,4,1,3
"235",5,3,3,5,2,1,4,5,5,1,2,5,4,3
"236",1,2,4,4,3,2,4,5,5,3,4,4,2,2
"237",1,2,1,3,1,1,3,3,3,2,1,2,1,2
"238",1,1,1,1,1,1,1,2,1,1,1,1,1,1
"239",1,2,1,3,1,2,2,1,1,4,1,3,1,1
"240",5,5,3,5,1,3,3,5,5,2,4,3,3,4
"241",1,4,2,3,1,3,3,1,2,2,2,3,1,3
"242",1,2,3,1,1,1,1,1,2,2,2,3,1,1
"243",5,2,3,5,1,4,5,5,5,4,3,5,4,2
"244",3,4,2,4,1,1,5,5,4,1,2,4,2,3
"245",1,4,4,1,1,4,4,3,4,4,4,2,1,2
"246",2,3,4,4,2,3,4,5,5,4,3,5,2,4
"247",2,3,4,4,4,4,2,3,4,4,4,3,1,2
"248",4,4,3,3,2,4,3,4,5,4,3,3,4,4
"249",1,3,2,3,1,2,3,2,1,2,2,3,1,4
"250",3,3,3,3,3,4,3,1,1,3,3,1,1,1
"251",3,4,4,5,4,5,3,4,4,5,3,4,3,3
"252",5,5,2,5,1,2,4,5,5,3,3,4,3,3
"253",4,4,3,5,1,4,5,5,4,3,4,5,2,4
"254",3,4,1,5,1,3,4,5,5,3,3,4,2,2
"255",3,4,2,4,2,3,4,3,4,4,3,4,1,4
"256",3,3,2,4,1,3,5,5,4,2,3,5,3,1
"257",3,3,3,5,1,2,3,5,5,3,2,5,2,3
"258",1,2,1,1,1,2,3,1,3,2,1,3,1,1
"259",1,3,2,5,3,5,3,5,4,3,5,4,2,3
"260",2,5,1,4,1,4,2,5,4,4,2,2,3,3
"261",3,4,4,4,2,3,4,4,4,3,4,4,1,4
"262",1,3,4,2,2,4,3,2,2,5,2,3,3,2
"263",1,3,1,1,1,3,5,5,5,3,4,3,1,3
"264",3,4,2,2,2,4,4,4,4,4,3,4,3,3
"265",4,3,1,3,1,2,3,2,2,3,3,3,1,3
"266",3,4,1,4,1,1,5,4,4,2,1,4,3,4
"267",1,4,3,4,1,2,1,3,3,3,2,4,1,3
"268",2,3,1,2,1,3,2,2,3,3,1,3,3,3
"269",1,4,3,4,2,1,5,3,5,1,3,4,2,3
"270",4,5,5,5,4,4,4,4,4,5,4,4,3,1
"271",1,1,1,1,1,2,1,1,2,1,1,1,1,2
"272",2,2,1,1,1,2,1,1,2,1,3,3,1,1
"273",1,3,3,2,1,3,3,2,3,2,3,2,2,1
"274",2,2,4,4,2,2,4,2,2,3,2,4,1,2
"275",3,3,1,4,1,5,3,4,4,1,1,2,1,3
"276",1,4,3,3,2,3,4,4,4,3,3,4,1,3
"277",2,5,3,4,1,5,4,4,3,5,2,5,2,3
"278",5,3,2,4,1,5,3,5,5,5,3,5,3,3
"279",4,4,2,4,2,4,3,4,4,4,2,4,3,4
"280",1,5,1,2,1,1,3,3,3,1,3,4,1,2
"281",2,5,2,3,2,4,2,5,4,5,5,4,2,2
"282",1,3,1,3,1,1,3,2,4,1,2,3,1,4
"283",3,5,3,3,2,4,4,3,4,4,3,4,2,2
"284",1,5,2,4,1,3,4,3,4,3,4,4,1,3
"285",2,2,1,2,1,3,1,1,2,3,2,3,1,1
"286",3,5,1,4,1,4,3,3,3,4,1,4,2,4
"287",3,3,2,3,1,4,3,5,4,4,5,3,1,2
"288",3,3,5,4,3,4,5,5,5,5,5,5,1,4
"289",1,3,1,3,1,1,1,2,2,1,1,2,1,1
"290",3,3,2,3,3,4,3,2,4,4,4,4,4,1
"291",4,4,1,5,1,5,5,1,4,3,3,3,3,3
"292",5,3,2,4,1,3,4,5,5,3,3,4,3,3
"293",4,5,1,3,1,4,5,3,3,3,3,4,2,3
"294",1,3,3,3,3,2,4,4,3,3,3,3,2,3
"295",1,2,3,3,1,3,1,4,4,3,3,3,2,2
"296",3,5,2,4,1,5,3,4,3,3,3,4,3,2
"297",1,3,2,3,1,1,4,2,2,2,2,3,1,2
"298",4,3,3,4,4,4,4,3,4,4,2,4,3,3
"299",3,4,3,3,2,4,3,1,2,4,2,4,1,3
"300",4,3,2,4,2,4,3,3,4,3,2,4,2,2
"301",3,5,5,5,4,5,3,3,5,5,5,5,3,3
"302",1,3,1,4,1,1,2,3,4,1,1,1,1,1
"303",2,4,3,4,2,3,5,5,4,4,3,5,2,2
"304",1,3,1,3,1,1,3,2,3,1,1,3,1,2
"305",4,5,5,5,3,2,5,5,5,1,5,5,1,1
"306",3,4,3,4,2,3,4,3,4,3,3,4,4,3
"307",4,3,4,5,3,4,1,5,5,4,4,5,3,4
"308",3,4,3,2,2,2,4,2,3,3,2,4,1,2
"309",4,5,3,3,3,3,5,3,3,4,3,4,1,4
"310",1,5,1,5,1,3,5,3,5,3,1,3,1,1
"311",3,3,4,3,3,3,3,4,4,3,4,3,2,2
"312",3,3,1,5,1,5,4,3,5,4,2,5,3,5
"313",3,3,3,4,2,4,4,5,4,4,3,4,3,3
"314",4,3,4,5,4,4,4,5,4,4,3,4,3,4
"315",4,5,4,5,3,3,4,4,4,3,4,3,2,3
"316",2,5,4,4,2,4,1,4,5,4,1,5,3,1
"317",4,5,5,4,5,5,3,5,5,5,5,5,4,4
"318",4,4,5,3,3,5,4,3,5,4,5,3,4,3
"319",2,1,2,4,2,5,1,3,2,3,2,1,1,1
"320",1,4,3,3,3,3,4,3,3,3,3,4,1,3
"321",1,3,3,4,2,4,4,4,3,3,4,5,2,4
"322",1,3,3,1,1,2,1,3,1,2,2,2,1,1
"323",3,3,1,4,1,4,2,4,3,4,1,3,2,2
"324",1,2,1,1,1,1,2,2,1,1,1,1,1,3
"325",2,4,4,5,3,3,3,5,4,2,4,5,3,4
"326",3,4,1,1,1,4,2,2,3,3,3,4,1,1
"327",1,2,2,2,1,2,2,2,3,2,2,2,1,2
"328",1,3,3,3,3,3,3,3,3,4,3,3,1,1
"329",4,5,5,5,5,4,4,5,4,4,5,5,3,5
"330",1,3,3,3,2,2,3,3,3,3,3,3,2,2
"331",2,4,1,4,1,3,4,3,3,3,1,4,1,1
"332",3,3,1,5,1,2,3,4,4,2,3,4,2,2
"333",1,4,1,3,1,3,3,1,3,4,2,4,1,3
"334",1,5,1,3,1,3,4,3,1,4,1,3,2,1
"335",2,4,2,4,1,4,5,5,5,4,4,4,2,4
"336",1,4,3,5,3,3,4,5,4,4,4,3,1,4
"337",2,4,2,3,1,4,4,3,3,3,2,3,1,3
"338",4,4,3,4,3,3,3,4,4,3,3,3,3,3
"339",4,3,2,4,3,5,4,3,4,5,3,3,1,3
"340",1,4,1,4,3,4,4,5,4,4,4,4,3,4
"341",1,2,2,5,2,1,5,3,4,3,2,4,1,4
"342",1,3,2,2,1,1,2,2,2,2,3,2,1,1
"343",4,4,1,4,3,5,3,5,4,5,2,4,3,4
"344",1,5,1,4,1,3,4,4,4,4,3,3,1,3
"345",1,4,1,2,1,4,4,3,3,3,2,4,1,3
"346",1,3,1,3,1,2,4,3,2,3,2,5,1,2
"347",3,4,2,3,2,4,1,4,4,4,2,4,2,3
"348",5,3,3,4,2,2,5,3,5,1,3,4,1,5
"349",2,2,1,3,1,2,2,2,4,3,1,4,1,2
"350",4,4,1,4,1,2,4,3,4,4,2,4,3,3
"351",3,3,4,3,4,5,3,4,5,4,4,2,2,3
"352",1,2,1,2,1,1,1,2,2,2,1,1,1,1
"353",1,3,3,3,1,1,3,3,4,3,1,4,1,3
"354",2,5,3,3,2,3,3,3,4,2,2,4,1,2
"355",3,3,2,2,2,2,2,1,3,3,2,4,1,1
"356",1,2,1,1,1,2,1,1,2,2,2,1,1,1
"357",1,4,3,3,1,2,5,3,3,3,4,4,1,3
"358",3,4,3,5,1,4,4,4,3,4,3,4,1,2
"359",2,3,1,1,1,2,1,1,2,3,2,3,2,2
"360",1,4,2,2,1,1,2,2,1,1,1,3,1,3
"361",3,3,3,3,3,4,3,3,3,4,2,4,2,2
"362",4,2,2,5,2,2,4,5,5,3,3,5,2,5
"363",1,3,1,4,1,2,4,3,4,1,2,4,2,2
"364",3,4,3,4,2,3,4,4,3,3,3,3,3,3
"365",1,4,1,2,1,4,3,3,3,4,2,4,1,3
"366",3,4,2,3,1,1,5,4,4,2,2,4,1,2
"367",1,2,1,2,1,1,2,3,1,1,1,2,1,1
"368",3,4,3,4,1,1,4,3,5,3,3,5,2,2
"369",1,2,2,2,1,2,1,1,3,2,2,2,1,2
"370",1,3,2,1,1,3,2,1,2,3,2,1,3,1
"371",3,4,1,4,1,2,4,2,4,3,2,4,1,5
"372",2,3,2,2,1,2,2,2,3,3,3,2,3,2
"373",3,2,1,4,1,3,4,4,4,3,1,4,3,4
"374",1,4,3,3,3,4,4,3,1,4,3,3,1,3
"375",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"376",3,3,2,4,2,3,3,3,5,3,3,3,2,3
"377",2,4,2,4,2,4,4,4,5,5,4,4,2,5
"378",4,4,4,4,1,3,4,5,5,4,4,4,1,4
"379",1,4,2,2,3,4,3,3,4,4,3,5,1,3
"380",1,5,3,5,2,4,5,3,5,4,3,5,1,4
"381",2,4,2,5,1,3,2,4,5,3,1,4,2,3
"382",1,2,1,4,1,1,4,5,3,1,2,4,1,2
"383",4,5,4,2,4,4,4,4,4,2,4,4,4,3
"384",1,5,1,1,1,1,4,3,2,1,1,4,1,2
"385",1,4,1,4,1,2,4,3,2,2,2,2,1,2
"386",3,4,4,3,3,3,4,4,4,4,4,5,2,4
"387",1,3,1,2,1,1,1,2,2,2,3,2,1,2
"388",4,4,3,3,1,4,3,2,4,3,4,3,4,2
"389",3,5,1,4,1,4,3,4,4,5,2,5,3,2
"390",1,3,1,3,1,3,4,3,4,3,2,5,1,3
"391",4,4,3,5,2,3,3,5,4,3,4,3,3,3
"392",1,3,1,1,1,1,3,1,1,2,1,3,1,1
"393",1,3,3,2,3,2,2,4,3,4,3,4,2,1
"394",1,1,1,2,1,1,1,1,2,1,2,2,1,1
"395",1,4,1,1,1,1,3,2,2,1,3,3,1,1
"396",1,4,3,2,3,4,4,4,1,4,4,5,2,5
"397",1,4,1,4,1,3,3,1,2,2,1,5,1,2
"398",4,5,4,4,4,4,3,3,4,5,4,3,5,4
"399",2,4,4,3,4,5,4,4,3,4,4,4,2,3
"400",1,1,2,1,1,1,1,4,3,3,2,3,1,1
"401",1,3,1,2,1,1,2,3,2,1,2,3,1,1
"402",1,2,1,2,1,2,1,1,1,1,1,1,1,1
"403",1,4,3,4,2,4,1,5,4,3,2,3,1,1
"404",3,3,2,2,1,3,3,5,4,4,1,4,1,1
"405",1,3,1,3,1,1,1,4,3,1,3,3,1,2
"406",1,2,2,2,1,1,4,3,3,2,2,2,3,2
"407",3,3,2,4,1,3,4,3,3,3,2,3,3,4
"408",3,3,1,1,1,2,3,5,3,4,1,2,1,1
"409",1,4,1,5,1,3,3,2,3,4,1,4,1,1
"410",5,4,3,4,1,4,3,4,4,3,3,4,3,3
"411",3,3,1,3,1,2,3,4,5,1,1,4,2,1
"412",3,3,1,3,1,4,4,2,3,4,3,4,1,3
"413",3,3,1,4,1,4,3,1,3,4,1,3,3,1
"414",3,3,1,3,2,4,3,2,4,3,2,5,2,5
"415",2,3,1,3,1,3,3,3,2,3,1,4,2,1
"416",3,3,2,3,1,1,3,4,4,3,2,3,3,2
"417",4,3,3,3,2,2,4,3,4,3,2,4,2,3
"418",1,3,1,3,1,1,4,2,2,1,2,3,1,2
"419",1,5,3,2,2,2,3,4,3,2,4,4,1,3
"420",1,3,1,3,1,2,3,2,3,2,4,2,1,2
"421",3,5,5,5,3,5,5,5,4,5,5,4,1,3
"422",5,4,1,5,1,3,5,5,4,3,1,5,3,3
"423",3,3,3,5,2,3,3,3,4,3,3,3,2,2
"424",1,3,3,1,1,2,3,3,3,2,3,3,1,2
"425",3,4,3,4,1,4,1,3,3,4,2,3,2,1
"426",3,3,1,4,1,1,3,3,5,3,4,3,3,3
"427",4,5,1,2,1,4,3,3,2,4,1,4,5,3
"428",5,4,3,5,3,4,3,3,3,4,3,5,3,3
"429",1,2,2,2,1,2,4,1,4,3,1,4,3,3
"430",2,4,3,4,2,4,3,5,5,3,3,4,1,2
"431",2,3,2,3,1,2,3,2,3,2,2,3,1,3
"432",5,5,1,5,1,1,5,5,5,5,5,5,5,5
"433",1,2,1,1,1,1,1,1,1,1,1,1,1,1
"434",3,4,4,4,3,2,3,4,3,4,4,4,2,4
"435",2,3,3,3,2,4,4,4,4,4,3,3,1,2
"436",3,3,1,4,1,1,3,3,3,4,2,4,1,2
"437",1,4,1,3,1,3,4,3,3,4,2,4,3,2
"438",4,3,1,3,1,3,2,3,3,3,3,1,2,1
"439",4,5,1,5,3,4,5,1,4,4,4,5,3,5
"440",1,1,1,1,1,1,2,3,1,1,1,3,1,1
"441",1,2,1,1,1,2,1,1,2,1,2,1,1,1
"442",1,2,1,1,1,2,1,1,1,2,2,2,1,2
"443",2,5,1,4,1,4,4,5,3,4,1,4,4,4
"444",2,3,3,4,1,2,4,4,4,3,2,3,2,3
"445",2,4,1,2,1,3,3,4,3,4,1,3,3,3
"446",2,3,3,4,3,2,5,4,5,4,4,4,1,4
"447",1,5,3,5,1,1,4,4,4,4,3,2,2,4
"448",2,5,2,4,1,4,3,4,4,4,4,2,1,4
"449",3,1,2,3,1,2,2,1,1,1,2,3,3,1
