"","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"1311",1,3,2,3,1,1,3,3,3,3,3,3,1,2
"1312",2,5,2,3,2,1,5,1,2,1,3,4,1,4
"1313",1,2,1,3,1,1,1,1,1,3,1,2,1,1
"1314",1,3,1,3,1,1,3,1,3,1,2,3,1,1
"1315",1,4,4,3,1,3,2,3,3,2,3,4,2,2
"1316",1,3,2,2,1,3,3,3,2,4,3,4,1,4
"1317",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1318",2,3,1,3,1,2,3,2,2,3,1,3,1,3
"1319",3,4,3,4,2,4,3,2,4,4,2,3,1,3
"1320",3,3,1,5,1,3,3,5,4,3,5,3,2,3
"1321",1,2,3,2,1,2,1,1,3,2,2,2,2,1
"1322",3,1,1,3,1,3,2,3,2,2,3,2,1,2
"1323",1,1,1,3,1,1,1,1,1,1,1,1,1,1
"1324",1,2,1,2,1,1,1,1,1,1,2,1,1,1
"1325",3,5,1,4,1,3,4,3,5,3,1,4,3,4
"1326",2,5,3,3,3,1,3,3,2,3,3,4,1,1
"1327",1,1,1,1,1,1,2,1,3,2,1,2,1,1
"1328",2,2,1,1,1,2,3,1,2,3,1,3,1,1
"1329",3,3,2,5,2,2,4,5,4,2,2,5,1,3
"1330",3,5,3,4,3,4,4,3,4,5,4,4,1,2
"1331",1,1,1,1,1,1,2,3,2,1,1,2,1,1
"1332",1,2,1,2,2,2,1,2,1,2,2,2,1,2
"1333",1,3,3,2,1,2,3,1,2,2,2,2,1,2
"1334",1,3,2,4,1,1,4,3,4,1,3,2,1,2
"1335",1,3,2,2,1,2,3,3,3,3,3,2,1,2
"1336",1,3,1,3,1,2,3,2,2,3,1,4,2,2
"1337",1,4,2,4,3,2,3,4,3,2,3,4,1,4
"1338",4,3,3,4,2,3,4,3,3,5,4,4,2,3
"1339",1,2,2,3,1,2,2,2,1,2,2,1,1,1
"1340",4,3,3,4,3,3,3,4,4,5,3,2,2,2
"1341",1,2,1,2,1,1,2,1,1,1,1,2,1,1
"1342",3,3,3,2,4,4,2,3,2,4,3,4,1,3
"1343",2,3,1,4,1,3,4,3,3,2,1,3,1,2
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",1,1,1,2,1,1,1,2,2,1,2,1,1,1
"1346",2,5,1,4,1,2,3,4,3,3,1,1,1,1
"1347",1,4,2,2,2,2,3,5,3,3,2,3,2,3
"1348",4,5,4,4,3,4,5,1,4,5,1,5,4,4
"1349",1,3,1,2,1,1,4,2,1,1,1,4,1,1
"1350",4,5,3,5,3,4,4,5,5,5,3,5,3,4
"1351",2,2,1,3,1,1,3,5,4,1,1,4,2,1
"1352",1,3,1,3,1,3,3,3,4,1,1,3,1,1
"1353",2,2,2,3,1,1,3,2,4,2,1,3,1,2
"1354",3,1,1,1,1,1,2,3,3,2,1,3,1,1
"1355",1,3,1,3,1,3,3,1,2,2,1,3,1,3
"1356",3,3,3,4,4,3,4,5,3,2,5,3,2,3
"1357",1,2,1,3,1,1,4,2,3,4,1,4,2,2
"1358",5,4,4,5,3,3,2,5,5,4,3,4,5,2
"1359",4,5,1,4,1,2,5,1,4,1,4,5,3,1
"1360",1,1,3,1,2,2,3,1,2,1,1,2,1,1
"1361",1,4,4,4,3,3,5,4,4,3,5,5,2,3
"1362",2,3,1,4,1,1,3,3,3,1,1,1,1,1
"1363",1,4,1,3,3,5,2,1,4,4,3,4,1,2
"1364",3,4,4,4,3,4,5,5,4,4,5,5,2,4
"1365",4,3,1,5,1,3,3,2,3,4,1,3,3,1
"1366",3,3,3,4,3,3,3,3,3,3,3,3,2,3
"1367",1,4,1,3,1,1,3,3,4,2,2,3,1,3
"1368",2,4,3,3,3,3,3,2,3,4,4,2,3,3
"1369",4,4,5,5,4,5,5,5,5,5,5,5,3,3
"1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371",2,2,1,4,1,2,2,3,4,3,1,3,1,1
"1372",1,4,2,4,1,4,2,4,3,3,2,3,1,1
"1373",4,2,2,3,1,3,3,3,3,4,3,4,1,1
"1374",1,2,1,3,1,1,1,2,2,1,2,2,1,3
"1375",3,4,2,5,3,4,4,4,5,4,4,5,3,2
"1376",1,2,2,4,1,2,4,3,5,2,3,4,1,3
"1377",4,3,4,4,4,3,3,5,5,3,3,5,4,2
"1378",4,4,1,3,1,3,3,2,3,3,3,3,1,3
"1379",2,3,1,2,1,4,2,2,2,4,3,2,1,3
"1380",1,1,2,2,1,1,1,1,2,1,1,2,1,1
"1381",3,3,3,3,2,2,3,3,3,4,3,4,4,5
"1382",1,2,1,2,1,2,1,1,1,2,2,1,1,1
"1383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384",1,4,4,3,2,1,3,2,3,3,4,3,1,1
"1385",1,3,5,3,3,4,2,3,3,4,3,2,2,2
"1386",2,4,2,4,1,2,2,3,4,3,2,4,2,3
"1387",1,2,2,2,2,3,3,2,4,4,2,3,1,1
"1388",3,2,1,3,2,3,4,4,3,4,1,4,2,2
"1389",1,1,1,1,1,1,1,1,1,1,1,1,2,1
"1390",1,2,2,3,1,1,4,3,3,2,1,3,2,1
"1391",3,3,2,4,2,2,2,2,4,2,2,2,3,3
"1392",1,2,2,1,2,2,1,1,3,3,3,3,1,2
"1393",1,1,1,2,1,1,2,1,2,1,1,2,1,1
"1394",1,1,2,1,1,1,1,1,1,1,1,1,1,1
"1395",1,5,1,4,1,4,5,4,4,5,3,5,3,5
"1396",1,3,2,3,3,3,4,2,3,3,1,4,1,2
"1397",1,2,1,2,1,1,2,1,2,2,1,1,1,3
"1398",3,4,1,4,1,3,4,5,4,4,1,4,4,4
"1399",4,5,4,5,3,5,4,5,4,4,4,5,3,3
"1400",2,2,2,2,1,1,1,1,2,2,2,3,1,2
"1401",5,2,5,5,5,2,3,4,4,2,4,2,4,2
"1402",1,4,3,4,1,4,4,1,3,4,1,3,1,1
"1403",1,5,2,3,1,1,4,4,4,3,3,3,1,3
"1404",1,3,1,2,1,1,3,3,3,2,1,3,1,4
"1405",4,3,4,4,3,3,3,3,3,3,4,2,4,3
"1406",1,2,1,3,1,1,3,4,2,1,2,3,1,1
"1407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",5,5,5,5,5,5,4,5,5,5,5,5,3,4
"1409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",2,4,2,2,1,2,5,5,3,2,3,2,2,2
"1411",2,4,3,4,3,1,2,4,4,1,4,2,2,1
"1412",4,3,3,5,1,2,5,5,3,3,3,3,3,3
"1413",1,3,1,1,1,1,1,1,1,1,1,2,1,1
"1414",1,4,1,3,1,3,2,4,2,3,2,2,1,1
"1415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1,4,3,3,3,3,3,2,2,4,4,3,1,4
"1417",2,1,3,5,1,5,5,2,5,5,5,4,2,5
"1418",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"1419",2,5,5,3,2,2,3,4,3,2,5,4,1,2
"1420",5,5,5,5,5,5,3,5,5,5,5,5,4,2
"1421",3,4,2,5,2,2,4,5,4,2,4,3,3,2
"1422",1,2,1,2,1,1,2,1,2,1,1,1,1,1
"1423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",2,4,4,3,3,3,2,2,2,4,3,4,1,1
"1425",4,3,3,5,2,3,4,5,4,4,4,4,3,4
"1426",NA,NA,NA,4,NA,NA,3,5,4,NA,NA,4,NA,3
"1427",1,2,2,1,1,1,1,1,2,2,2,2,1,1
"1428",1,1,1,2,1,2,1,2,1,3,1,2,1,1
"1429",4,2,2,5,2,3,4,5,2,3,2,3,4,1
"1430",3,3,1,4,1,1,3,4,3,2,3,3,1,2
"1431",2,3,3,4,2,3,4,5,4,4,4,4,1,4
"1432",1,4,1,5,1,3,3,5,4,2,2,4,1,3
"1433",2,4,2,3,2,4,4,3,3,4,3,5,2,3
"1434",3,5,1,4,1,3,5,2,4,4,3,4,3,5
"1435",3,2,1,3,1,1,1,3,3,3,1,3,2,1
"1436",3,3,5,5,4,3,5,5,4,4,4,4,3,3
"1437",1,1,1,2,1,4,2,2,1,4,4,2,1,1
"1438",4,3,3,4,4,2,3,3,3,3,4,4,2,4
"1439",2,2,2,5,3,4,3,5,5,5,3,4,1,3
"1440",4,4,1,4,1,3,4,5,4,4,3,4,2,3
"1441",1,4,2,3,1,4,3,3,4,4,3,3,2,5
"1442",3,3,2,3,2,5,4,4,3,5,4,5,1,3
"1443",1,3,2,1,1,3,1,1,2,3,3,2,1,2
"1444",1,5,4,2,2,4,5,2,2,4,3,5,4,4
"1445",3,2,2,1,1,2,4,3,4,5,3,1,1,1
"1446",2,3,2,4,1,3,3,4,4,2,2,4,1,3
"1447",3,4,2,3,1,2,4,3,4,3,2,4,3,3
"1448",1,3,1,3,1,3,2,4,4,4,1,4,2,1
"1449",2,4,3,2,2,2,3,2,4,3,3,3,2,2
"1450",3,3,3,3,2,3,4,5,4,4,3,4,3,3
"1451",4,3,2,3,1,2,4,4,4,2,3,4,3,4
"1452",3,3,4,5,4,5,4,4,5,4,4,4,5,3
"1453",3,3,2,4,1,1,2,4,4,2,2,2,1,2
"1454",1,4,1,4,1,3,3,3,4,4,3,4,3,3
"1455",2,4,2,3,1,1,3,1,3,2,2,3,2,3
"1456",2,2,2,1,1,2,2,2,1,2,2,2,1,2
"1457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",3,3,1,3,1,3,1,4,3,4,2,3,2,2
"1459",2,3,1,2,1,2,2,2,2,2,1,3,2,4
"1460",1,4,1,1,1,1,1,1,1,1,3,1,1,1
"1461",4,3,3,5,2,3,5,5,4,3,3,4,3,1
"1462",1,2,3,2,2,3,3,3,4,3,3,3,1,2
"1463",1,3,3,3,1,4,3,2,4,4,2,4,1,1
"1464",2,2,2,1,1,2,2,1,2,2,1,2,1,1
"1465",4,3,2,3,3,3,4,3,3,3,3,4,1,3
"1466",1,3,3,2,3,4,2,2,3,4,4,4,1,2
"1467",4,3,1,3,1,5,3,2,2,4,3,3,2,3
"1468",3,3,3,4,2,4,3,3,4,3,2,4,3,1
"1469",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1470",1,3,1,2,1,1,3,1,3,1,1,4,1,1
"1471",3,4,1,3,1,5,3,2,4,2,4,3,2,3
"1472",2,2,3,5,2,3,2,3,4,2,3,2,1,1
"1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",1,5,3,3,3,3,4,3,3,4,4,2,1,5
"1475",3,4,3,4,3,3,4,5,4,4,3,4,4,2
"1476",3,3,4,5,4,4,4,4,4,5,4,4,3,3
"1477",5,4,3,5,3,5,3,5,5,5,3,5,4,4
"1478",1,4,1,2,2,1,3,1,1,1,1,3,1,1
"1479",2,4,3,3,2,3,3,4,4,3,3,4,2,2
"1480",5,4,4,4,1,4,5,4,4,3,4,4,5,3
"1481",3,5,3,5,3,2,5,2,3,3,3,4,1,4
"1482",2,5,5,5,1,5,3,5,5,5,5,5,1,3
"1483",5,4,3,5,2,3,3,5,4,3,4,3,4,4
"1484",3,5,3,5,1,2,2,3,4,3,3,5,3,2
"1485",3,3,1,3,1,2,4,4,1,3,2,2,3,2
"1486",1,2,1,2,3,2,1,1,2,3,3,2,1,2
"1487",2,5,2,3,1,4,2,1,3,5,2,3,2,2
"1488",1,3,3,2,1,1,1,2,1,3,3,3,1,1
"1489",4,4,3,4,1,3,5,2,3,2,3,3,1,4
"1490",2,3,1,2,1,1,1,1,3,1,1,3,1,1
"1491",1,4,1,5,1,3,5,3,5,4,1,5,5,5
"1492",4,5,1,4,1,3,5,4,2,3,1,4,1,3
"1493",4,2,3,4,3,4,5,3,4,5,3,4,1,2
"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",2,4,2,3,2,2,4,2,4,3,2,3,1,2
"1496",3,4,1,4,1,3,3,3,5,4,2,2,2,2
"1497",1,3,2,1,2,2,2,2,4,3,3,3,2,2
"1498",5,4,4,5,4,2,2,5,5,4,4,5,1,5
"1499",1,4,1,3,1,2,2,2,1,1,1,2,1,2
"1500",4,5,4,2,1,1,5,2,3,2,3,4,1,5
"1501",1,2,1,1,1,1,1,1,1,2,1,1,1,1
"1502",1,5,1,4,1,1,4,2,2,2,1,3,1,3
"1503",1,3,1,4,1,3,4,5,5,4,1,4,1,1
"1504",1,2,1,1,1,1,2,3,3,3,1,2,4,2
"1505",3,5,2,4,1,4,4,4,3,4,2,5,3,3
"1506",2,3,3,2,2,2,2,3,3,2,2,3,2,2
"1507",1,3,3,1,1,3,3,2,3,4,2,3,1,1
"1508",1,2,2,2,1,2,2,1,2,2,2,2,1,2
"1509",2,5,2,2,1,3,2,1,4,3,1,5,2,3
"1510",4,4,4,3,2,5,1,3,3,5,4,5,2,3
"1511",1,2,1,3,1,1,1,2,2,1,1,1,1,1
"1512",1,2,1,1,1,1,2,1,1,2,1,2,1,1
"1513",1,2,1,1,1,1,1,1,1,1,1,2,1,3
"1514",1,3,2,2,2,1,2,1,2,2,3,3,1,3
"1515",1,3,3,1,1,3,1,4,2,1,3,2,2,1
"1516",2,5,4,5,2,4,5,4,4,4,3,5,2,3
"1517",1,3,1,2,1,2,1,2,1,2,1,4,2,5
"1518",1,3,2,3,2,1,1,2,3,1,3,2,1,1
"1519",1,3,1,1,1,1,2,1,2,2,1,2,1,1
"1520",1,2,2,2,1,1,1,3,2,3,2,3,1,1
"1521",1,4,3,5,4,4,3,5,4,3,4,5,2,2
"1522",2,3,1,2,1,1,1,3,2,1,1,3,1,2
"1523",2,4,3,4,2,3,4,5,4,2,3,4,1,3
"1524",2,3,3,3,1,2,3,3,3,3,3,3,2,2
"1525",3,3,1,3,1,1,3,3,3,3,1,4,1,4
"1526",1,2,2,2,1,2,2,1,2,1,2,2,1,3
"1527",4,4,1,4,1,4,5,5,3,4,3,5,3,4
"1528",2,3,3,4,1,3,4,4,4,2,3,4,1,2
"1529",3,1,1,4,1,2,3,1,3,2,1,3,3,1
"1530",1,1,2,2,1,1,2,1,2,3,1,3,1,1
"1531",1,4,1,4,3,1,3,4,4,3,3,3,1,3
"1532",3,4,1,2,1,3,4,5,3,4,1,3,2,2
"1533",1,1,1,4,1,1,3,3,3,1,1,3,1,1
"1534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",2,2,2,3,1,3,3,2,3,3,2,3,3,1
"1536",1,2,1,3,1,3,1,2,2,2,2,2,2,2
"1537",1,2,2,2,3,3,2,2,4,2,2,3,1,3
"1538",4,3,2,4,1,4,2,5,3,4,2,3,2,1
"1539",2,3,2,3,1,3,2,1,3,2,2,3,3,2
"1540",2,2,2,2,1,1,2,2,2,1,1,3,2,1
"1541",1,2,2,2,1,1,3,3,3,2,2,2,1,1
"1542",3,3,2,3,1,2,1,4,4,3,2,4,3,3
"1543",3,2,1,4,1,5,3,4,3,2,2,4,3,2
"1544",1,1,2,2,1,1,1,1,3,1,2,1,2,1
"1545",4,5,5,5,3,3,5,4,5,3,5,3,1,2
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",1,2,2,3,3,3,3,2,4,3,3,2,1,1
"1548",1,2,2,3,1,1,2,2,3,2,1,3,1,2
"1549",1,4,3,3,3,3,4,4,4,4,3,4,1,3
"1550",1,2,1,1,1,2,1,1,1,1,2,1,1,2
"1551",2,5,3,4,2,3,5,5,4,4,3,5,2,3
"1552",1,3,1,4,1,2,3,1,1,2,1,4,1,4
"1553",4,3,4,5,3,2,3,5,5,3,4,4,2,3
"1554",3,5,3,5,1,5,5,5,5,5,4,5,2,5
"1555",4,4,1,4,2,4,2,4,4,4,2,3,3,4
"1556",4,5,4,3,2,5,4,2,4,5,4,5,1,3
"1557",2,2,2,2,2,4,3,1,3,3,2,3,2,3
"1558",1,2,1,3,1,1,2,2,3,1,1,2,1,2
"1559",1,2,1,2,1,1,2,2,3,2,2,1,1,2
"1560",5,5,2,5,3,4,5,5,5,5,4,5,3,5
"1561",1,2,1,1,1,1,4,1,2,1,1,1,1,1
"1562",1,4,1,2,1,1,2,3,3,2,3,3,1,1
"1563",1,3,2,3,1,3,4,5,5,2,2,4,1,1
"1564",4,5,4,5,2,3,5,3,5,3,4,4,3,4
"1565",1,2,1,2,1,1,2,1,1,2,1,2,1,1
"1566",1,2,3,2,2,1,1,1,2,2,3,1,1,1
"1567",1,2,2,3,1,3,4,2,3,3,1,4,1,2
"1568",2,3,3,2,1,2,2,4,3,2,2,2,1,3
"1569",1,4,1,4,1,1,4,1,2,1,4,4,3,3
"1570",2,5,2,3,2,4,3,3,4,4,3,4,1,4
"1571",1,1,1,1,1,1,2,1,2,1,1,1,1,1
"1572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",3,4,3,5,3,3,3,5,5,3,5,3,2,1
"1574",4,3,1,5,1,5,5,5,5,4,3,5,1,4
"1575",1,2,1,1,1,1,1,1,2,3,1,2,1,1
"1576",2,2,1,3,1,2,3,1,3,3,1,3,1,1
"1577",1,3,3,3,1,3,2,1,4,3,3,4,2,3
"1578",3,3,1,3,1,2,1,1,3,3,3,4,2,3
"1579",1,4,2,1,2,4,2,2,2,3,3,3,1,2
"1580",1,2,1,1,1,1,1,1,2,2,1,1,1,1
"1581",4,3,2,3,1,5,3,3,3,5,1,4,2,3
"1582",1,2,2,2,1,1,2,2,2,2,2,2,1,1
"1583",1,4,1,4,1,1,3,3,3,2,3,3,1,1
"1584",3,3,3,5,1,2,3,3,2,3,3,2,1,2
"1585",1,3,2,3,2,2,2,4,3,2,3,3,2,2
"1586",1,1,1,2,1,1,1,1,1,1,1,2,1,1
"1587",2,3,2,3,2,2,4,2,3,3,3,5,1,2
"1588",2,5,3,4,3,5,2,4,3,4,2,4,3,4
"1589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",1,2,1,4,1,5,2,1,5,5,2,4,1,1
"1591",2,2,2,2,1,5,2,2,3,4,2,4,2,3
"1592",3,4,2,2,2,3,1,5,4,4,3,3,2,3
"1593",1,2,1,1,1,1,1,2,1,1,2,2,1,2
"1594",1,2,3,2,1,3,2,2,3,3,2,1,2,3
"1595",2,4,2,5,1,4,5,4,5,2,4,3,2,4
"1596",3,5,3,4,1,5,4,4,4,4,3,4,1,2
"1597",3,5,1,4,1,4,3,1,4,3,1,4,3,3
"1598",1,4,3,1,3,4,4,5,5,3,2,4,1,3
"1599",3,2,1,3,1,1,1,2,3,2,1,3,1,1
"1600",1,2,1,2,1,2,1,1,1,2,1,3,1,3
"1601",2,2,2,4,1,1,2,1,3,1,2,1,1,3
"1602",1,2,2,2,1,1,1,1,3,2,3,3,1,1
"1603",3,4,4,4,2,3,3,4,4,4,4,4,2,3
"1604",1,3,3,3,2,3,1,2,3,3,2,3,2,1
"1605",1,2,1,1,2,2,1,1,1,2,1,3,1,1
"1606",2,3,1,2,1,4,1,5,3,5,1,4,2,1
"1607",4,3,2,5,2,3,5,4,5,3,3,4,3,3
"1608",1,3,1,1,1,1,1,1,1,1,2,2,1,1
"1609",2,3,1,3,1,1,2,1,3,1,1,2,1,1
"1610",2,3,2,3,1,4,4,3,4,2,1,2,2,1
"1611",1,3,1,1,1,2,1,1,3,2,2,2,1,2
"1612",1,2,1,2,1,1,2,1,2,1,1,3,1,1
"1613",2,3,3,1,2,3,1,1,3,3,1,3,1,1
"1614",3,3,2,3,1,4,2,3,2,3,3,3,1,3
"1615",5,5,5,5,4,5,4,5,4,5,5,5,2,4
"1616",1,2,2,3,1,1,4,4,3,1,2,2,2,2
"1617",1,3,1,1,1,2,3,1,2,1,1,3,1,1
"1618",3,3,1,5,1,3,2,3,5,3,1,2,2,3
"1619",1,4,3,4,1,2,3,1,2,4,2,3,1,3
"1620",3,4,2,3,2,2,4,4,3,3,2,4,2,3
"1621",3,4,5,5,3,5,4,5,5,5,5,3,2,5
"1622",2,5,5,4,3,3,5,4,5,4,4,3,1,4
"1623",3,4,3,3,2,4,2,4,4,4,3,4,4,2
"1624",2,3,1,4,3,3,2,1,4,1,3,3,3,3
"1625",3,3,2,4,3,2,3,5,4,3,3,3,3,3
"1626",1,3,1,2,1,3,2,4,3,3,2,3,2,3
"1627",1,4,1,3,1,2,3,4,3,3,2,3,1,2
"1628",1,3,3,2,1,2,4,1,2,3,3,2,1,1
"1629",1,3,2,1,2,3,1,1,3,3,1,2,1,1
"1630",1,1,1,3,1,1,5,2,5,1,1,4,2,3
"1631",1,2,1,2,2,4,1,2,4,3,5,5,4,3
"1632",4,4,1,4,1,5,5,5,5,5,1,4,5,4
"1633",2,4,4,4,2,4,3,4,3,4,3,3,2,2
"1634",5,4,2,4,1,3,4,5,5,4,1,5,2,4
"1635",3,4,2,3,2,3,5,3,4,3,2,5,2,4
"1636",1,3,3,3,1,2,5,2,3,4,3,3,1,3
"1637",4,4,3,4,3,2,4,3,5,2,3,3,2,2
"1638",1,2,2,3,1,1,2,2,2,1,1,3,1,3
"1639",1,3,2,2,2,2,2,2,2,2,2,3,1,2
"1640",1,2,2,2,1,1,2,1,3,2,1,1,1,1
"1641",1,3,3,1,3,2,1,1,2,1,3,2,1,2
"1642",1,3,2,3,1,1,3,2,2,2,2,2,1,1
"1643",2,3,2,4,3,2,4,2,3,2,4,3,2,2
"1644",1,3,1,3,1,1,4,4,4,1,1,2,1,2
"1645",1,3,5,4,5,3,3,3,4,4,5,3,3,4
"1646",1,2,1,1,1,1,2,2,3,1,2,4,1,1
"1647",1,1,2,4,1,3,1,4,3,4,2,2,1,1
"1648",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1649",3,3,2,4,2,3,4,3,5,4,3,3,2,3
"1650",1,3,1,3,1,1,3,3,2,3,3,3,1,3
"1651",3,3,3,5,3,5,5,5,5,5,4,4,4,1
"1652",3,5,4,4,4,4,5,4,4,5,5,5,3,5
"1653",4,5,5,5,5,5,3,5,5,5,5,5,3,4
"1654",2,2,2,3,1,2,3,2,4,3,2,2,2,3
"1655",2,4,1,3,1,1,3,2,4,2,1,3,2,1
"1656",3,4,3,4,1,3,4,5,4,4,3,4,2,3
"1657",3,4,2,4,2,4,2,4,3,3,2,4,3,3
"1658",1,2,1,1,1,2,1,1,1,1,1,1,1,1
"1659",1,3,1,2,2,2,2,2,3,4,2,2,1,1
"1660",3,3,2,4,1,5,3,4,4,5,2,3,3,1
"1661",2,2,1,3,1,2,2,3,4,3,1,3,2,2
"1662",1,3,2,2,1,1,4,1,3,3,2,3,1,3
"1663",4,5,5,4,5,4,4,5,5,3,5,4,2,4
"1664",1,3,3,2,1,1,3,3,2,3,2,3,1,2
"1665",1,2,2,2,1,1,1,2,3,3,2,2,1,3
"1666",3,4,2,4,2,3,4,2,3,3,3,3,1,3
"1667",2,3,1,3,1,1,2,3,3,3,2,3,1,2
"1668",3,1,1,3,3,5,1,5,3,5,3,5,1,3
"1669",2,5,1,4,1,4,4,5,5,3,5,4,3,4
"1670",1,1,1,1,1,3,1,1,3,3,1,2,1,2
"1671",2,4,3,2,3,2,4,2,4,4,4,4,2,1
"1672",2,2,2,3,2,2,1,1,2,2,2,2,2,1
"1673",3,3,1,1,1,1,2,3,3,2,1,1,1,1
"1674",1,1,1,1,1,1,2,2,2,1,1,2,1,1
"1675",1,1,1,3,1,3,1,4,3,3,1,3,3,1
"1676",1,3,1,2,1,1,1,1,2,2,2,2,1,2
"1677",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1678",1,3,1,1,1,1,1,1,2,2,1,1,1,1
"1679",2,5,4,5,1,2,4,4,4,1,4,1,1,4
"1680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",1,3,2,1,1,1,1,2,2,1,1,3,1,3
"1682",3,4,5,4,5,5,5,5,5,5,4,5,4,4
"1683",1,2,1,4,1,1,3,2,2,1,1,1,1,1
"1684",1,5,3,2,4,4,3,4,5,5,3,4,1,3
"1685",2,3,1,1,2,2,3,1,2,2,3,3,1,1
"1686",2,2,1,2,1,2,3,2,3,3,1,3,3,2
"1687",3,3,3,4,3,2,4,4,4,3,3,4,3,2
"1688",1,4,3,3,2,3,5,5,5,4,3,4,3,2
"1689",2,1,1,3,1,1,2,1,2,2,1,3,3,3
"1690",4,2,2,5,1,5,3,4,5,4,1,3,2,1
"1691",1,1,1,3,1,1,1,1,2,1,1,3,2,2
"1692",4,4,4,5,1,2,3,5,5,4,5,4,2,5
"1693",2,4,3,3,2,3,4,3,1,4,2,3,1,3
"1694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695",2,3,1,4,1,1,3,3,5,1,1,2,2,3
"1696",1,3,2,3,1,1,4,3,4,1,3,3,1,1
"1697",2,3,3,3,3,3,3,4,3,3,NA,3,1,3
"1698",2,4,4,3,2,2,5,5,4,4,2,3,3,4
"1699",1,5,4,4,3,3,4,4,4,4,4,4,1,1
"1700",1,2,1,1,1,1,1,1,2,1,1,2,1,1
"1701",2,3,3,3,2,4,3,5,4,4,3,4,2,4
"1702",2,3,2,3,2,2,3,3,3,2,3,3,3,3
"1703",4,4,4,5,2,4,4,3,5,4,4,4,3,3
"1704",4,3,2,3,1,3,2,2,2,1,2,3,3,3
"1705",1,1,1,1,1,3,1,1,1,3,1,1,1,1
"1706",5,5,4,5,5,5,5,5,4,5,5,5,4,5
"1707",3,3,3,4,2,2,5,3,5,2,4,2,3,3
"1708",1,4,1,2,1,3,3,3,4,3,3,3,1,4
"1709",1,4,1,5,1,5,4,5,5,5,5,5,2,5
"1710",4,5,5,5,4,4,5,5,5,4,5,4,2,3
"1711",2,4,3,3,3,5,3,3,3,5,3,5,2,4
"1712",1,2,1,2,1,1,1,2,3,1,2,2,1,2
"1713",1,5,4,5,4,3,5,3,5,4,5,3,1,3
"1714",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1715",2,3,3,5,2,4,4,3,5,4,2,3,1,1
"1716",1,2,1,2,1,1,2,1,2,1,1,3,3,2
"1717",1,2,1,1,1,1,2,1,2,1,1,1,1,1
"1718",1,3,1,5,1,1,2,3,1,1,1,2,1,1
"1719",1,2,1,2,1,3,2,2,1,1,3,1,1,1
"1720",3,4,1,3,1,4,3,2,4,3,2,1,3,2
"1721",4,3,5,4,4,4,4,5,5,3,5,5,4,2
"1722",1,2,2,2,1,2,1,1,1,2,2,3,1,1
"1723",3,3,1,2,1,3,2,2,2,3,1,3,1,2
"1724",3,4,1,1,1,2,4,4,4,1,1,4,3,3
"1725",1,1,2,4,1,1,3,1,1,3,4,3,1,1
"1726",5,5,1,5,1,5,3,5,5,4,5,5,3,3
"1727",2,2,5,2,3,3,5,1,2,3,4,3,1,1
"1728",1,1,1,1,1,1,2,1,2,2,1,1,1,1
"1729",1,2,1,1,1,3,1,1,2,2,1,2,2,1
"1730",1,5,1,5,1,3,1,5,1,3,5,5,1,1
"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732",1,3,2,3,1,4,1,3,3,4,2,2,1,2
"1733",4,5,2,4,3,4,4,5,5,5,2,5,5,5
"1734",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1735",1,3,2,1,2,2,2,3,3,2,2,2,1,2
"1736",1,3,1,1,1,2,3,1,1,1,1,2,1,2
"1737",1,2,1,4,1,1,1,5,3,3,NA,1,1,1
